product_id,category,total_revenue,total_units,avg_price,num_orders,cum_pct,abc_class,annual_demand,holding_cost,EOQ,reorder_frequency,weekly_demand,safety_stock
bb50f2e236e5eea0100680137654686c,health_beauty,67258.03,194,327.62886597938143,186,0.4420496142219069,A,97.0,65.52577319587628,12,8.1,1.8653846153846154,3
d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,58957.31,332,137.4113253012048,313,0.829543213738,A,166.0,27.482265060240962,25,6.6,3.1923076923076925,5
6cdd53843498f92890544667809f1595,health_beauty,57933.73,153,350.66862745098035,148,1.2103093913518272,A,76.5,70.13372549019607,10,7.6,1.4711538461538463,2
99a4788cb24856965c36a24e339b6058,bed_bath_table,49907.5,477,88.15442348008386,456,1.538323624325642,A,238.5,17.630884696016775,37,6.4,4.586538461538462,7
3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,47876.060000000005,272,149.93676470588235,253,1.8529863323095788,A,136.0,29.98735294117647,21,6.5,2.6153846153846154,4
d6160fb7873f184099d9bc95e30376af,computers,47314.18,33,1392.4045454545453,33,2.1639561156384373,A,16.5,278.48090909090905,2,8.2,0.3173076923076923,0
aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,44197.75,520,71.35442307692308,425,2.454443338308746,A,260.0,14.270884615384617,43,6.0,5.0,8
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,41725.81,63,598.9507936507937,63,2.728683874548011,A,31.5,119.79015873015874,5,6.3,0.6057692307692307,1
25c38557cf793876c5abdd5931f922db,baby,40311.95,38,1023.8768421052631,38,2.9936318955654686,A,19.0,204.77536842105263,3,6.3,0.36538461538461536,1
53b36df67ebb7c41585e8d54d6772e08,watches_gifts,39713.49,321,116.68109034267911,304,3.2546465719380233,A,160.5,23.336218068535825,26,6.2,3.0865384615384617,5
e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,35162.31,193,163.84362694300518,193,3.4857488740817386,A,96.5,32.768725388601034,17,5.7,1.8557692307692308,3
422879e10f46682990de24d770e7f83d,garden_tools,34201.26,484,54.911611570247935,352,3.7105347292265165,A,242.0,10.982322314049588,47,5.1,4.653846153846154,7
f1c7f353075ce59d8a6f3cf58f419c9c,bed_bath_table,33086.95,153,194.7213071895425,149,3.9279968446539164,A,76.5,38.9442614379085,14,5.5,1.4711538461538463,2
d285360f29ac7fd97640bf0baef03de0,watches_gifts,32509.27,119,256.9236134453781,118,4.141662190816089,A,59.5,51.38472268907563,11,5.4,1.1442307692307692,2
7a10781637204d8d10485c71a6108a2e,watches_gifts,32329.18,141,213.08156028368793,140,4.35414390559588,A,70.5,42.61631205673759,13,5.4,1.3557692307692308,2
f819f0c84a64f02d3a5606ca95edd272,watches_gifts,29846.05,44,646.6268181818182,44,4.550305388299845,A,22.0,129.32536363636365,4,5.5,0.4230769230769231,1
588531f8ec37e7d5ff5b7b22ea0488f8,computers,29080.21,20,1414.5995,19,4.7414334307357,A,10.0,282.91990000000004,2,5.0,0.19230769230769232,0
389d119b48cf3043d311335e499d9c6b,garden_tools,28543.649999999998,390,54.70971794871795,309,4.929034962790463,A,195.0,10.941943589743591,42,4.6,3.75,6
368c6c730842d78016ad823897a372db,garden_tools,27984.4,388,54.2701030927835,291,5.112960855717025,A,194.0,10.854020618556701,42,4.6,3.730769230769231,6
a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,27742.7,224,106.40625,170,5.295298189006062,A,112.0,21.28125,23,4.9,2.1538461538461537,3
53759a2ecddad2bb87a079a1f1519f73,garden_tools,27268.23,373,54.657372654155495,287,5.474517094942115,A,186.5,10.9314745308311,41,4.5,3.5865384615384617,5
16c4e87b98a9370a9cbc3a4658a3f45b,musical_instruments,26630.15,13,1925.6923076923076,13,5.649542256014652,A,6.5,385.13846153846157,1,6.5,0.125,0
2b4609f8948be18874494203496bc318,health_beauty,26127.920000000002,255,87.36184313725491,254,5.821266538697641,A,127.5,17.472368627450983,27,4.7,2.451923076923077,4
52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,25188.99,115,173.54408695652174,111,5.986819756835898,A,57.5,34.70881739130435,13,4.4,1.1057692307692308,2
19c91ef95d509ea33eda93495c4d3481,health_beauty,24038.01,154,121.06142857142856,153,6.144808223747021,A,77.0,24.212285714285713,18,4.3,1.4807692307692308,2
461f43be3bdf8844e65b62d9ac2c7a5a,watches_gifts,22860.65,144,141.14041666666668,142,6.2950585583667245,A,72.0,28.228083333333338,16,4.5,1.3846153846153846,2
a5215a7a9f46c4185b12f38e9ddf2abc,computers,22411.02,17,1278.8176470588237,16,6.442353725134462,A,8.5,255.76352941176475,2,4.2,0.16346153846153846,0
1dec4c88c685d5a07bf01dcb0f8bf9f8,auto,22228.51,35,570.4285714285714,35,6.58844935520611,A,17.5,114.08571428571429,4,4.4,0.33653846153846156,1
bc4cd4da98dd128c39bf0b8c2674032f,computers,22184.44,17,1264.6817647058824,17,6.7342553376847665,A,8.5,252.9363529411765,2,4.2,0.16346153846153846,0
c4baedd846ed09b85f78a781b522f126,garden_tools,20779.41,148,100.4664189189189,142,6.870826839619314,A,74.0,20.093283783783782,19,3.9,1.4230769230769231,2
6f3b5b605d91b7439c5e3f5a8dffeea7,watches_gifts,20765.94,116,162.45172413793105,116,7.007309810737487,A,58.0,32.49034482758621,13,4.5,1.1153846153846154,2
fd0065af7f09af4b82a0ca8f3eed1852,auto,20341.34,10,1999.9900000000002,10,7.141002122269013,A,5.0,399.99800000000005,1,5.0,0.09615384615384616,0
8c591ab0ca519558779df02023177f44,garden_tools,19563.55,138,102.5518115942029,126,7.269582452830449,A,69.0,20.51036231884058,18,3.8,1.3269230769230769,2
165f86fe8b799a708a20ee4ba125c289,cool_stuff,19310.72,104,163.1053846153846,104,7.396501072456199,A,52.0,32.62107692307692,13,4.0,1.0,2
1a080577618e7fe4d9ddd8fb2b47a964,watches_gifts,18938.170000000002,32,570.7175,32,7.520971128188858,A,16.0,114.1435,4,4.0,0.3076923076923077,0
7814c273ab16783d73a9863ebfa8b141,furniture_decor,18273.08,62,238.25806451612902,58,7.641069917354197,A,31.0,47.65161290322581,8,3.9,0.5961538461538461,1
e53e557d5a159f5aa2c5e995dfdf244b,computers_accessories,18174.21,181,84.32839779005525,154,7.760518889012867,A,90.5,16.86567955801105,23,3.9,1.7403846153846154,3
af51d485dc5255ba2e18b21b550156e6,luggage_accessories,18135.93,55,263.3329090909091,54,7.879716267527454,A,27.5,52.66658181818182,7,3.9,0.5288461538461539,1
d5991653e037ccb7af6ed7d94246b249,computers_accessories,18070.61,103,146.7166990291262,57,7.998484334020846,A,51.5,29.34333980582524,13,4.0,0.9903846153846154,1
e7cc48a9daff5436f63d3aad9426f28b,telephony,17820.94,89,174.56179775280899,60,8.115611458500581,A,44.5,34.912359550561796,11,4.0,0.8557692307692307,1
fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,17502.96,24,697.1579166666667,24,8.23064867733886,A,12.0,139.43158333333335,3,4.0,0.23076923076923078,0
601a360bd2a916ecef0e88de72a6531a,cool_stuff,17111.55,117,127.34897435897436,117,8.343113375996236,A,58.5,25.469794871794875,15,3.9,1.125,2
8ed094bfe076c568f6bb10feada3f75d,office_furniture,16971.94,70,184.95842857142858,49,8.454660495791408,A,35.0,36.991685714285715,10,3.5,0.6730769230769231,1
35afc973633aaeb6b877ff57b2793310,home_confort,16803.37,162,87.82216049382717,153,8.565099698755398,A,81.0,17.564432098765433,21,3.9,1.5576923076923077,2
7c1bd920dbdf22470b68bde975dd3ccf,health_beauty,16735.7,220,59.94454545454545,214,8.67509414445554,A,110.0,11.98890909090909,30,3.7,2.1153846153846154,3
a04087ab6a96ffa041f8a2701a72b616,computers,16735.63,24,632.75,22,8.785088130084624,A,12.0,126.55000000000001,3,4.0,0.23076923076923078,0
a02d0123079f4ae96001ba2010d1a2df,construction_tools_lights,16238.5,56,241.96428571428572,55,8.89181475678693,A,28.0,48.392857142857146,8,3.5,0.5384615384615384,1
431d674f9a4fbd0957ecf6ba3fcb6899,telephony,15966.71,53,279.5930188679245,48,8.996755059021371,A,26.5,55.918603773584906,7,3.8,0.5096153846153846,1
f49e985b4cb2d0543890d6dd00077663,small_appliances_home_oven_and_coffee,15722.55,19,767.8947368421053,19,9.100090633406833,A,9.5,153.57894736842107,2,4.7,0.18269230769230768,0
4aa6014eceb682077f9dc4bffebc05b0,housewares,15621.16,47,291.1853191489362,45,9.202759827727549,A,23.5,58.23706382978724,6,3.9,0.4519230769230769,1
8c292ca193d326152e335d77176746f0,health_beauty,15201.61,89,153.7865168539326,83,9.302671553302206,A,44.5,30.75730337078652,12,3.7,0.8557692307692307,1
470433f95ba906e17efac3fce39e9ffd,computers_accessories,15200.56,5,2999.89,5,9.402576377810995,A,2.5,599.978,1,2.5,0.04807692307692308,0
87feb07adc221a4c6cdf051ea1afd0ff,home_appliances_2,15138.11,7,2110.0,7,9.502070753211953,A,3.5,422.0,1,3.5,0.0673076923076923,0
bee2e070c39f3dd2f6883a17a5f0da45,computers_accessories,14764.25,79,170.8860759493671,73,9.599107954818598,A,39.5,34.17721518987342,11,3.6,0.7596153846153846,1
f4f67ccaece962d013a4e1d7dc3a61f7,auto,14747.130000000001,56,234.6392857142857,56,9.696032636189436,A,28.0,46.92785714285714,8,3.5,0.5384615384615384,1
08574b074924071f4e201e151b152b4e,garden_tools,14745.46,110,94.85727272727271,94,9.792946341579329,A,55.0,18.971454545454545,17,3.2,1.0576923076923077,2
4fcb3d9a5f4871e8362dfedbdb02b064,auto,14709.35,89,144.03707865168542,89,9.889622716027926,A,44.5,28.807415730337084,12,3.7,0.8557692307692307,1
a92930c327948861c015c919a0bcb4a8,watches_gifts,14609.79,156,77.96794871794872,154,9.985644737983716,A,78.0,15.593589743589744,22,3.5,1.5,2
ee406bf28024d97771c4b1e8b7e8e219,cool_stuff,14273.53,89,143.47314606741574,89,10.079456710027571,A,44.5,28.69462921348315,12,3.7,0.8557692307692307,1
595fac2a385ac33a80bd5114aec74eb8,perfumery,14002.68,104,119.24038461538461,98,10.17148853570062,A,52.0,23.848076923076924,15,3.5,1.0,2
4298b7e67dc399c200662b569563a2b2,computers_accessories,13955.34,87,141.72183908045977,77,10.263209221889849,A,43.5,28.344367816091957,12,3.6,0.8365384615384616,1
656e0eca68dcecf6a31b8ececfabe3e8,computers_accessories,13928.31,134,88.89037313432836,111,10.354752254926396,A,67.0,17.77807462686567,19,3.5,1.2884615384615385,2
c6dd917a0be2a704582055949915ab32,cool_stuff,13824.960000000001,120,98.9035,120,10.445616025908585,A,60.0,19.7807,17,3.5,1.1538461538461537,2
42a2c92a0979a949ca4ea89ec5c7b934,housewares,13777.77,177,59.38813559322033,154,10.536169643273505,A,88.5,11.877627118644067,27,3.3,1.7019230769230769,3
3fbc0ef745950c7932d5f2a446189725,health_beauty,13680.15,149,65.75510067114094,143,10.626081658686353,A,74.5,13.151020134228188,24,3.1,1.4326923076923077,2
5769ef0a239114ac3a854af00df129e4,fixed_telephony,13664.08,8,1680.0,1,10.715888054929259,A,4.0,336.0,1,4.0,0.07692307692307693,0
0433830caca22b01a0f477d31307b043,small_appliances_home_oven_and_coffee,13625.64,7,1884.7142857142858,7,10.805441806437093,A,3.5,376.9428571428572,1,3.5,0.0673076923076923,0
13db47eae724e2848e12b71a617a3a41,audio,13525.39,26,499.71730769230766,26,10.89433667046598,A,13.0,99.94346153846153,4,3.2,0.25,0
24c66f106f642621e524291a895c9032,health_beauty,13273.960000000001,65,181.9,64,10.981579024980334,A,32.5,36.38,9,3.6,0.625,1
44fc450365728c413fefc547592626be,small_appliances,13146.53,15,852.5333333333333,12,11.067983852996509,A,7.5,170.50666666666666,2,3.7,0.14423076923076922,0
e4d325bd1eea550509bdbbc5c3301fc1,perfumery,12829.09,33,366.25030303030303,33,11.152302324490815,A,16.5,73.25006060606061,5,3.3,0.3173076923076923,0
25292482a61cb3298df8dbe15ea69daf,health_beauty,12827.210000000001,10,1254.65,10,11.236608439791002,A,5.0,250.93000000000004,1,5.0,0.09615384615384616,0
fe6a9515d655fa7936b8a7c841039f34,cool_stuff,12751.31,40,250.4,37,11.320415706615854,A,20.0,50.080000000000005,6,3.3,0.38461538461538464,1
36f60d45225e60c7da4558b070ce4b60,computers_accessories,12713.34,126,88.50373015873016,110,11.403973417754166,A,63.0,17.700746031746032,19,3.3,1.2115384615384615,2
4fe644d766c7566dbc46fb851363cb3b,art,12617.02,105,100.98885714285714,104,11.486898071117194,A,52.5,20.19777142857143,16,3.3,1.0096153846153846,2
dc404a1496a08f9f5540c8b5d4b92925,toys,12469.34,38,306.9342105263158,37,11.568852105997516,A,19.0,61.386842105263156,6,3.2,0.36538461538461536,1
af0a99476d96dcc1a1baa7c0d9ff6b9d,health_beauty,12451.5,22,538.1954545454545,22,11.650688888482584,A,11.0,107.6390909090909,3,3.7,0.21153846153846154,0
ddceb6eef6af67e9fbbd4c148dbe5fd9,cool_stuff,12215.68,51,212.34764705882353,50,11.730975757298966,A,25.5,42.46952941176471,8,3.2,0.49038461538461536,1
4c2394abfbac7ff59ec7a420918562fa,health_beauty,12205.380000000001,120,84.99,117,11.811194929945438,A,60.0,16.998,19,3.2,1.1538461538461537,2
78efe838c04bbc568be034082200ac20,furniture_decor,12027.12,101,95.50693069306931,100,11.890242498781467,A,50.5,19.10138613861386,16,3.2,0.9711538461538461,1
afeeea6271148ee1bb15173b8187c431,telephony,11990.789999999999,53,204.7947169811321,46,11.96905129073859,A,26.5,40.958943396226424,8,3.3,0.5096153846153846,1
2ffdf10e724b958c0f7ea69e97d32f64,watches_gifts,11939.28,52,209.9346153846154,52,12.047521536121742,A,26.0,41.986923076923084,8,3.2,0.5,1
84f456958365164420cfc80fbe4c7fab,bed_bath_table,11828.97,108,92.9274074074074,103,12.12526677524252,A,54.0,18.58548148148148,17,3.2,1.0384615384615385,2
cc971e0365873137b8bef2ebad633e6f,cool_stuff,11679.33,46,232.81608695652176,46,12.20202851389098,A,23.0,46.563217391304356,7,3.3,0.4423076923076923,1
2a5806f10d0f00e5ad032dd2e3c8806e,office_furniture,11390.05,53,171.34849056603775,51,12.276888976031609,A,26.5,34.26969811320755,9,2.9,0.5096153846153846,1
cac9e5692471a0700418aa3400b9b2b1,baby,11338.91,88,112.23704545454547,87,12.351413323402427,A,44.0,22.447409090909094,14,3.1,0.8461538461538461,1
5237739bb5fee495dbd337755a138660,watches_gifts,11324.84,12,915.5041666666666,12,12.425845196490664,A,6.0,183.10083333333333,2,3.0,0.11538461538461539,0
9c5cec867c62c0ec4674b002eb1c3e0c,home_appliances,11310.98,10,1054.0,10,12.500185975509492,A,5.0,210.8,2,2.5,0.09615384615384616,0
29427de7f8a9ee983d9dbc51cec569b4,cool_stuff,11270.44,96,99.24645833333334,96,12.574260307661522,A,48.0,19.84929166666667,16,3.0,0.9230769230769231,1
2a2d22ae30e026f1893083c8405ca522,bed_bath_table,11225.0,67,142.47462686567167,66,12.648035987972719,A,33.5,28.494925373134336,11,3.0,0.6442307692307693,1
f22c9d6ce2431ff939aad39e026cc7ef,auto,11149.54,9,1199.9,9,12.7213157116838,A,4.5,239.98000000000002,1,4.5,0.08653846153846154,0
f27aff266ad97e75d4a24c893b2c311e,home_appliances_2,11068.04,13,775.0,13,12.79405978123494,A,6.5,155.0,2,3.2,0.125,0
d696750e550fd0f733979dd7e5dff921,housewares,11048.69,57,172.94491228070177,52,12.866676674000868,A,28.5,34.58898245614036,9,3.2,0.5480769230769231,1
e9a69340883a438c3f91739d14d3a56d,housewares,11030.49,56,166.54660714285714,53,12.939173948291813,A,28.0,33.30932142857143,9,3.1,0.5384615384615384,1
3225c54bb2785c33f49f50398fcdb88c,watches_gifts,10939.66,37,279.21000000000004,37,13.011074247523277,A,18.5,55.84200000000001,6,3.1,0.3557692307692308,1
0a57f7d2c983bcf8188589a5fea4a8da,watches_gifts,10874.76,86,111.26744186046511,84,13.08254799515989,A,43.0,22.253488372093024,14,3.1,0.8269230769230769,1
a50acd33ba7a8da8e9db65094fa990a4,auto,10862.26,78,117.3,77,13.153939587250502,A,39.0,23.46,13,3.0,0.75,1
fbce4c4cb307679d89a3bf3d3bb353b9,bed_bath_table,10801.62,60,142.0,57,13.22493262635634,A,30.0,28.400000000000002,10,3.0,0.5769230769230769,1
53ea9da485f6aed8a6f03a85831fe021,watches_gifts,10749.92,39,257.14641025641026,39,13.295585870123908,A,19.5,51.42928205128206,6,3.2,0.375,1
25f86162fee18735fffdb762dcb10d7c,bed_bath_table,10733.48,61,153.34262295081967,53,13.366131062917368,A,30.5,30.668524590163937,10,3.0,0.5865384615384616,1
